,id,userId,gender,sport,time_start,time_end,time_dur,lat_start,lat_end,lon_start,lon_end,alt_avg,alt_min,alt_q1,alt_q3,alt_max,hr_avg,hr_min,hr_q1,hr_q3,hr_max,spd_avg,spd_min,spd_q1,spd_q3,spd_max
35,35.0,4969375.0,male,run,1391663545.0,1391666580.0,50.583333333333336,52.2111481,52.2111019,6.9133737,6.9143456,48.845600000000005,0.4,44.0,56.8,71.2,125.346,56.0,123.0,126.0,170.0,,,,,
36,36.0,4969375.0,male,run,1391490093.0,1391494684.0,76.51666666666667,52.2111104,52.2110862,6.9143129,6.9144775,56.7664,37.8,47.6,63.300000000000004,100.0,135.668,58.0,132.0,140.0,161.0,,,,,
37,37.0,4969375.0,male,run,1390968925.0,1390973536.0,76.85,52.2110612,52.2110635,6.9144751,6.9144032,51.854,41.4,45.2,54.2,119.8,116.704,56.0,114.0,120.0,161.0,,,,,
38,38.0,4969375.0,male,run,1390277966.0,1390283390.0,90.4,52.2111263,52.2111776,6.9144667,6.9145017,41.069199999999995,16.6,37.2,49.4,59.2,138.0,62.0,127.0,132.0,202.0,,,,,
39,39.0,4969375.0,male,run,1390059133.0,1390070298.0,186.08333333333334,52.2111823,52.2109311,6.9144635,6.9140013,33.8076,10.2,26.4,37.8,64.0,127.574,84.0,124.0,132.0,168.0,,,,,
40,40.0,4969375.0,male,run,1389759889.0,1389765968.0,101.31666666666666,52.2111563,52.2112749,6.9141788,6.9141571,29.538,2.0,15.0,42.4,64.4,130.96,62.0,125.0,134.0,180.0,,,,,
41,41.0,4969375.0,male,run,1389585917.0,1389591453.0,92.26666666666667,52.2118817,52.2111305,6.9152264,6.9144027,98.97479999999999,35.4,51.4,145.45000000000002,221.4,130.314,62.0,120.0,125.0,198.0,,,,,
42,42.0,4969375.0,male,run,1388767924.0,1388772129.0,70.08333333333333,52.2107066,52.2110838,6.9099469,6.9143927,58.2924,21.6,47.550000000000004,68.4,86.2,142.142,60.0,135.0,151.0,161.0,,,,,
43,43.0,4969375.0,male,run,1388505915.0,1388512214.0,104.98333333333333,52.2111243,52.2110253,6.9143592,6.914443,49.4524,29.0,42.349999999999994,54.2,85.0,135.318,60.0,130.0,142.0,160.0,,,,,
44,44.0,4969375.0,male,run,1388365803.0,1388376012.0,170.15,52.2112263,52.210716,6.9142914,6.914669,30.252000000000002,10.0,20.6,36.6,64.4,123.94,66.0,117.0,133.0,148.0,,,,,
45,45.0,4969375.0,male,run,1388246916.0,1388253218.0,105.03333333333333,52.2111611,52.2110724,6.9143423,6.9142917,46.97879999999999,38.4,42.8,50.0,70.8,128.806,85.0,127.0,134.0,149.0,,,,,
46,46.0,4969375.0,male,run,1387906068.0,1387913025.0,115.95,52.2109394,52.211036,6.9141765,6.9143946,39.484,22.8,34.8,43.2,57.6,132.37,56.0,125.0,138.0,212.0,,,,,
47,47.0,4969375.0,male,bike (transport),1387737128.0,1387740412.0,54.733333333333334,52.2653804,52.2110303,7.0300117,6.9143472,31.040000000000003,21.6,26.0,35.2,44.4,111.12,77.0,109.0,116.0,124.0,,,,,
48,48.0,4969375.0,male,run,1387731608.0,1387734114.0,41.766666666666666,52.2656985,52.2656238,7.0297093,7.0297541,43.97239999999999,35.6,39.8,48.05,56.4,156.414,71.0,158.0,160.0,171.0,,,,,
49,49.0,4969375.0,male,bike (transport),1387727155.0,1387729811.0,44.266666666666666,52.2113204,52.2656256,6.9140049,7.0303224,30.867200000000004,-40.2,29.2,35.6,48.0,99.178,70.0,96.0,104.0,112.0,,,,,
50,50.0,4969375.0,male,run,1386045997.0,1386050337.0,72.33333333333333,52.2110728,52.211091,6.9145412,6.9143924,41.64920000000001,21.8,35.150000000000006,48.8,61.2,153.924,65.0,146.0,160.0,201.0,,,,,
51,51.0,4969375.0,male,run,1385825535.0,1385842960.0,290.4166666666667,52.2109838,52.211067,6.914236,6.9144488,35.354800000000004,4.0,29.0,39.4,76.2,133.518,83.0,130.0,138.0,149.0,,,,,
52,52.0,4969375.0,male,run,1385442081.0,1385445510.0,57.15,52.2111905,52.2109489,6.9144375,6.9144942,45.17960000000001,33.0,40.8,49.8,57.6,134.886,68.0,128.0,134.0,180.0,,,,,
53,53.0,4969375.0,male,run,1385222617.0,1385228471.0,97.56666666666666,52.193612,52.1940278,6.8679974,6.8680771,31.016,16.2,26.550000000000004,34.650000000000006,45.8,128.73,89.0,128.0,131.0,137.0,,,,,
54,54.0,4969375.0,male,run,1384615973.0,1384627473.0,191.66666666666666,52.2111954,52.2110228,6.914364,6.9142292,35.6848,4.4,26.8,43.05,70.2,125.936,73.0,124.0,130.0,151.0,,,,,
55,55.0,4969375.0,male,run,1384278853.0,1384288137.0,154.73333333333332,52.2112716,52.2110992,6.9146439,6.9143247,38.75,13.8,31.8,43.8,95.0,135.536,66.0,135.0,138.0,152.0,,,,,
56,56.0,4969375.0,male,run,1384012957.0,1384018920.0,99.38333333333334,52.1936306,52.1936752,6.8679479,6.86789,31.8292,-2.4,28.2,36.6,46.0,125.826,88.0,123.0,129.0,136.0,,,,,
57,57.0,4969375.0,male,run,1383676053.0,1383681967.0,98.56666666666666,52.211054,52.2109583,6.9147627,6.9138397,41.4556,23.2,33.2,49.7,60.2,138.72,71.0,137.0,143.0,164.0,,,,,
58,58.0,4969375.0,male,run,1381586522.0,1381592169.0,94.11666666666666,52.1936761,52.1935437,6.8679113,6.8679789,37.789199999999994,23.0,33.2,43.0,53.4,132.358,74.0,127.0,133.0,184.0,,,,,
59,59.0,4969375.0,male,run,1380978226.0,1380981857.0,60.516666666666666,52.1937008,52.1936527,6.8678807,6.8678582,29.9948,22.0,27.6,32.2,36.0,132.078,81.0,131.75,135.0,139.0,,,,,
60,60.0,4969375.0,male,run,1380144916.0,1380149349.0,73.88333333333334,52.2246374,52.2240167,6.885562,6.8859795,39.873599999999996,15.8,35.550000000000004,41.6,71.2,122.11,66.0,97.0,146.0,178.0,,,,,
61,61.0,4969375.0,male,run,1379905927.0,1379909358.0,57.18333333333333,52.2111178,52.2110998,6.9141563,6.9143503,68.978,49.4,55.6,84.89999999999999,112.0,138.814,59.0,136.0,144.0,161.0,,,,,
62,62.0,4969375.0,male,run,1378953572.0,1378958217.0,77.41666666666667,52.2121712,52.2111399,6.9147499,6.9143626,47.41439999999999,32.6,39.8,56.0,73.0,137.28,53.0,132.0,143.0,155.0,,,,,
63,63.0,4969375.0,male,run,1378428855.0,1378433178.0,72.05,52.2112293,52.210886,6.9145343,6.9144129,48.7332,30.6,43.550000000000004,53.2,70.0,144.292,59.0,135.0,155.0,166.0,,,,,
64,64.0,4969375.0,male,run,1378176028.0,1378180321.0,71.55,52.2111386,52.2110826,6.9145191,6.9143591,48.164,34.4,43.349999999999994,52.4,66.4,141.138,61.0,131.0,157.0,173.0,,,,,
65,65.0,4969375.0,male,run,1377725517.0,1377729257.0,62.333333333333336,52.2243883,52.2240303,6.8853656,6.8858447,26.361199999999997,-16.4,25.8,30.2,38.8,119.674,73.0,98.75,133.25,169.0,,,,,
66,66.0,4969375.0,male,run,1377350844.0,1377367324.0,274.6666666666667,52.2114127,52.2110777,6.9147011,6.9141005,41.00440000000001,21.4,34.6,47.6,58.4,135.752,69.0,132.0,141.0,150.0,,,,,
67,67.0,4969375.0,male,run,1375195006.0,1375199847.0,80.68333333333334,52.2111158,52.2110879,6.9143156,6.9144322,52.700399999999995,36.8,46.550000000000004,58.6,73.2,147.968,60.0,142.0,157.25,165.0,,,,,
68,68.0,4969375.0,male,run,1373289824.0,1373295411.0,93.11666666666666,52.2109958,52.2111263,6.9142481,6.9143851,48.4284,33.2,41.0,53.849999999999994,68.0,146.102,51.0,144.0,152.0,164.0,,,,,
69,69.0,4969375.0,male,run,1372819644.0,1372823137.0,58.21666666666667,52.2110724,52.2111805,6.9145144,6.9144209,52.36560000000001,25.4,40.150000000000006,65.4,107.2,145.326,70.0,140.0,153.0,166.0,,,,,
70,70.0,4969375.0,male,run,1372512834.0,1372522931.0,168.28333333333333,52.2111471,52.2111117,6.9145671,6.914413,32.1664,1.6,27.6,35.8,77.2,125.718,70.0,123.0,130.0,142.0,,,,,
71,71.0,4969375.0,male,run,1372124082.0,1372129759.0,94.61666666666666,52.211181,52.211174,6.9145145,6.9143714,46.6024,29.4,39.8,51.6,73.2,148.8,59.0,142.0,160.0,167.0,,,,,
72,72.0,4969375.0,male,run,1371907364.0,1371911461.0,68.28333333333333,52.2110839,52.2110254,6.9142868,6.914281,50.602,34.4,45.6,55.6,73.8,147.5,58.0,144.0,160.0,171.0,,,,,
73,73.0,4969375.0,male,run,1371179571.0,1371183647.0,67.93333333333334,52.2111117,52.2111358,6.9145,6.9142914,43.85759999999999,32.2,38.0,49.8,57.4,143.058,61.0,137.0,155.0,162.0,,,,,
74,74.0,4969375.0,male,run,1370782875.0,1370791723.0,147.46666666666667,52.2110862,52.2110005,6.9142413,6.9142079,47.9864,25.6,42.4,53.8,73.2,125.186,59.0,124.75,128.0,139.0,,,,,
75,75.0,4969375.0,male,run,1370660142.0,1370663920.0,62.96666666666667,52.2109513,52.2110873,6.9145142,6.9143841,48.951600000000006,37.8,43.8,53.6,69.0,120.316,63.0,119.75,124.0,132.0,,,,,
76,76.0,4969375.0,male,run,1370313063.0,1370317204.0,69.01666666666667,52.211284,52.211109,6.914821,6.9143395,50.3632,34.6,45.6,54.25000000000001,72.2,147.144,69.0,140.0,156.25,179.0,,,,,
77,77.0,4969375.0,male,run,1370088709.0,1370095958.0,120.81666666666666,52.2109642,52.211052,6.9141538,6.914178,48.592400000000005,28.4,38.75,53.6,101.6,138.486,56.0,136.0,145.0,152.0,,,,,
78,78.0,4969375.0,male,run,1369490553.0,1369499872.0,155.31666666666666,52.1935962,52.2109864,6.8678141,6.9141545,32.96039999999999,19.0,29.8,35.8,47.4,137.446,91.0,133.0,143.0,154.0,,,,,
79,79.0,4969375.0,male,run,1368979164.0,1368984604.0,90.66666666666667,52.1767497,52.1766299,6.799237,6.7992447,31.110800000000005,19.2,27.4,33.849999999999994,47.8,159.186,95.0,159.0,162.0,166.0,,,,,
80,80.0,4969375.0,male,run,1368885914.0,1368891892.0,99.63333333333334,52.1936614,52.1942018,6.8679421,6.8678203,28.986,4.4,26.550000000000004,32.2,39.4,127.16,87.0,126.0,131.0,137.0,,,,,
81,81.0,4969375.0,male,run,1368140334.0,1368143782.0,57.46666666666667,52.211053,52.211085,6.9143263,6.9142976,48.5516,34.8,42.349999999999994,53.8,68.0,149.57,68.0,145.0,158.0,187.0,,,,,
82,82.0,4969375.0,male,run,1367927828.0,1367932392.0,76.06666666666666,55.7891846,55.7891447,10.0242279,10.0242351,24.803199999999997,8.8,19.4,28.8,44.6,143.992,73.0,140.0,154.0,157.0,,,,,
83,83.0,4969375.0,male,run,1367532443.0,1367535976.0,58.88333333333333,55.789133,55.7891169,10.0240127,10.0238747,5.03,-5.2,-1.2,8.85,26.4,139.41,62.0,138.0,144.0,153.0,,,,,
84,84.0,4969375.0,male,run,1365861779.0,1365867621.0,97.36666666666666,52.1935585,52.1938826,6.8680002,6.8680051,40.3932,22.8,37.8,43.6,51.0,129.818,88.0,129.0,133.0,139.0,,,,,
85,85.0,4969375.0,male,bike (transport),1365358178.0,1365360078.0,31.666666666666668,52.2532381,52.2110422,6.806075,6.9142028,31.5824,14.4,23.95,35.2,50.4,117.786,89.0,113.0,124.0,130.0,,,,,
86,86.0,4969375.0,male,run,1365350376.0,1365355786.0,90.16666666666667,52.2535553,52.2526202,6.8087277,6.8089467,22.706,4.0,18.4,26.0,42.4,153.19,94.0,149.0,155.0,191.0,,,,,
87,87.0,4969375.0,male,bike (transport),1365346506.0,1365348355.0,30.816666666666666,52.2108723,52.2529088,6.9148202,6.8064015,38.07,21.2,29.2,44.05,55.8,106.982,81.0,102.0,111.0,125.0,,,,,
88,88.0,4969375.0,male,run,1365255044.0,1365266375.0,188.85,52.2110502,52.2110942,6.9144171,6.9142472,43.972,33.0,39.2,48.25000000000001,61.2,136.768,76.0,132.0,139.0,181.0,,,,,
89,89.0,4969375.0,male,bike (transport),1364847573.0,1364849548.0,32.916666666666664,52.2626769,52.211051,7.0078312,6.9142059,37.1264,32.2,34.4,37.0,50.4,123.434,96.0,120.0,129.0,135.0,,,,,
90,90.0,4969375.0,male,run,1364835638.0,1364841946.0,105.13333333333334,52.262808,52.2628784,7.0077933,7.0076903,29.6192,14.8,25.2,34.4,44.2,155.928,94.0,153.0,160.0,180.0,,,,,
91,91.0,4969375.0,male,bike (transport),1364831537.0,1364833903.0,39.43333333333333,52.2110657,52.2631166,6.9145252,7.0078106,50.0488,31.8,39.8,60.2,73.8,116.552,85.0,114.0,120.25,126.0,,,,,
92,92.0,4969375.0,male,run,1364572974.0,1364582579.0,160.08333333333334,52.2111242,52.2111434,6.9144415,6.9143667,46.8656,29.0,40.75,50.650000000000006,73.0,130.864,72.0,129.0,134.0,144.0,,,,,
93,93.0,4969375.0,male,run,1364148033.0,1364152115.0,68.03333333333333,52.1549725,52.1545773,6.7417923,6.7417278,28.68,7.8,25.4,33.6,39.8,159.544,79.0,153.0,163.0,200.0,,,,,
94,94.0,4969375.0,male,run,1363534582.0,1363543982.0,156.66666666666666,52.3658039,52.3660867,6.4426236,6.4431213,33.745200000000004,2.2,23.4,43.6,70.4,133.21,73.0,131.0,138.0,173.0,,,,,
95,95.0,4969375.0,male,run,1362849337.0,1362856449.0,118.53333333333333,52.3681455,52.3681298,6.447165,6.4471937,30.822,8.2,22.349999999999998,39.650000000000006,52.4,149.492,72.0,147.0,154.0,172.0,,,,,
96,96.0,4969375.0,male,bike,1361497741.0,1361500293.0,42.53333333333333,52.2525372,52.2109639,6.8071634,6.9140716,31.2144,18.8,26.6,38.05,49.4,131.026,84.0,123.0,141.0,151.0,,,,,
97,97.0,4969375.0,male,run,1361493416.0,1361496937.0,58.68333333333333,52.2527984,52.2527687,6.8077037,6.8081118,23.4844,8.4,18.6,27.4,43.0,134.48,82.0,117.0,151.0,179.0,,,,,
98,98.0,4969375.0,male,run,1359918021.0,1359929882.0,197.68333333333334,52.2215257,52.2215641,5.9538684,5.9539479,58.02120000000001,4.6,35.6,78.0,107.2,151.288,96.0,148.0,154.0,180.0,,,,,
99,99.0,4969375.0,male,run,1358876782.0,1358887115.0,172.21666666666667,52.2110618,52.2110924,6.9143407,6.9143502,40.46039999999999,28.8,35.8,44.2,57.6,132.014,71.0,129.75,138.0,149.0,,,,,
100,100.0,4969375.0,male,run,1358549399.0,1358556944.0,125.75,52.2108966,52.2111209,6.9143023,6.9143708,36.2648,-16.4,29.8,42.8,84.4,135.364,79.0,134.0,139.0,149.0,,,,,
101,101.0,4969375.0,male,run,1358302126.0,1358308390.0,104.4,52.2110721,52.2111386,6.9143684,6.9143923,43.529199999999996,28.0,39.2,48.2,84.4,132.616,62.0,125.0,133.0,178.0,,,,,
102,102.0,4969375.0,male,run,1358132759.0,1358139767.0,116.8,52.2110626,52.2110847,6.914428,6.9143877,42.6776,-11.0,32.4,49.8,143.4,127.676,62.0,127.0,131.0,139.0,,,,,
103,103.0,4969375.0,male,run,1357495234.0,1357498785.0,59.18333333333333,52.2151561,52.215511,6.9525234,6.9524817,-154.9304,-266.8,-236.2,-128.25,59.6,154.46,90.0,154.0,157.0,160.0,,,,,
104,104.0,4969375.0,male,run,1357314856.0,1357318651.0,63.25,52.2110823,52.2110895,6.9144587,6.9144141,45.8232,34.4,40.2,50.2,64.4,151.054,60.0,148.0,156.0,177.0,,,,,
105,105.0,4969375.0,male,run,1357100640.0,1357105050.0,73.5,52.2083904,52.2111402,6.9118418,6.914368,50.795199999999994,-342.8,45.8,61.650000000000006,212.2,138.852,64.0,128.0,153.0,158.0,,,,,
106,106.0,4969375.0,male,run,1356881260.0,1356892689.0,190.48333333333332,52.2298965,52.2300147,7.7530971,7.7532418,129.6996,70.4,109.4,152.29999999999998,198.0,128.708,71.0,122.0,137.0,187.0,,,,,
107,107.0,4969375.0,male,run,1355681990.0,1355689169.0,119.65,52.2655487,52.2110621,7.029931,6.9144371,36.225199999999994,18.6,32.8,39.8,48.8,123.458,92.0,110.0,138.0,147.0,,,,,
108,108.0,4969375.0,male,run,1355677236.0,1355679717.0,41.35,52.2656382,52.2656305,7.0297859,7.0296943,32.33,21.4,28.15,36.8,43.2,145.488,109.0,133.0,163.0,187.0,,,,,
109,109.0,4969375.0,male,run,1355111841.0,1355115551.0,61.833333333333336,52.2114966,52.2111002,6.9150346,6.9143105,45.098,27.6,35.95,45.2,146.0,137.99,63.0,132.0,135.0,200.0,,,,,
110,110.0,4969375.0,male,run,1354675567.0,1354681308.0,95.68333333333334,52.2116607,52.211152,6.9160532,6.9143199,66.08679999999998,21.8,29.2,51.4,275.0,148.718,70.0,142.0,153.0,191.0,,,,,
111,111.0,4969375.0,male,run,1354461671.0,1354475075.0,223.4,52.2110557,52.211095,6.9143663,6.9142851,32.041599999999995,17.8,25.0,36.05,52.6,130.322,63.0,127.0,134.0,147.0,,,,,
112,112.0,4969375.0,male,run,1353261588.0,1353266690.0,85.03333333333333,52.176753,52.1766836,6.799316,6.7992505,26.075599999999998,-35.4,27.15,31.8,41.0,153.784,90.0,152.0,157.0,163.0,,,,,
113,113.0,4969375.0,male,run,1353166358.0,1353176540.0,169.7,52.2120078,52.2110431,6.9144538,6.9143421,51.3872,-2.8,26.550000000000004,44.6,275.6,131.352,72.0,125.0,134.0,176.0,,,,,
114,114.0,4969375.0,male,bike (transport),1352658906.0,1352661500.0,43.233333333333334,52.2638773,52.211076,7.0302695,6.9141415,36.988800000000005,26.2,31.8,40.6,52.0,119.76,82.0,118.75,126.0,133.0,,,,,
115,115.0,4969375.0,male,run,1352653149.0,1352655627.0,41.3,52.2656724,52.2656434,7.029722,7.0297562,38.0772,32.4,36.2,39.2,45.6,156.214,74.0,157.0,160.0,164.0,,,,,
116,116.0,4969375.0,male,bike (transport),1352649906.0,1352652347.0,40.68333333333333,52.2093015,52.2655803,6.914343,7.0303034,43.411199999999994,29.4,33.4,41.8,109.0,114.008,68.0,108.0,122.0,130.0,,,,,
117,117.0,4969375.0,male,run,1350429691.0,1350434241.0,75.83333333333333,52.2114048,52.2110675,6.9143931,6.9145632,36.987199999999994,19.6,29.550000000000004,40.650000000000006,66.2,130.902,71.0,131.0,139.0,144.0,,,,,
118,118.0,4969375.0,male,run,1350230413.0,1350235416.0,83.38333333333334,52.1936448,52.1941454,6.8681294,6.8678482,32.617200000000004,18.6,29.6,36.4,41.4,158.47,103.0,157.0,161.0,167.0,,,,,
119,119.0,4969375.0,male,run,1350094153.0,1350097113.0,49.333333333333336,52.2111489,52.211082,6.9143504,6.9143981,50.4984,36.2,43.2,57.8,65.8,119.158,55.0,119.0,124.0,136.0,,,,,
120,120.0,4969375.0,male,run,1349632962.0,1349637999.0,83.95,52.3135635,52.3133848,6.9292712,6.9292146,56.802,41.6,50.0,63.25000000000001,75.6,160.38,97.0,160.0,163.0,166.0,,,,,
